neutral_mass	formula	name
1842.762986	C74H114N14O40	"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)"
901.151999	C29H38N7O18P3S	"Ring 1,2-epoxyphenylacetyl-CoA"
704.535608	C39H75O8P1	"1,2-dioctadecanoyl-sn-glycerol 3-phosphate"
175.814022	S2Fe2	[2Fe-2S] iron-sulfur cluster
412.018522	C10H11N4O10P2	DIDP; 2'-deoxyinosine-5'-diphosphate(3-)
90.031695	C3H5O3	L-Lactate
258.014073	C6H9O9P	"6-phospho-D-glucono-1,5-lactone"
288.024638	C7H10O10P	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
507.97977	C10H11N4O14P3	ITP C10H11N4O14P3
206.042655	C7H7O7	2-Methylcitrate
289.079769	C11H12NO8	N-Succinyl-2-L-amino-6-oxoheptanedioate
323.051855	C9H12N3O8P	CMP C9H12N3O8P
564.075764	C16H24N2O16P2	DTDPglucose
322.012323	C11H12Cl2N2O5	Chloramphenicol
368.12599	C21H20O6	Curcumin
677.087058	C20H26N3O19P2	UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine
1324.887636	C68H127N2O20P	Lipid A Disaccharide
262.000746	C5H9O8P2	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate
210.03757	C6H8O8	D-Galactarate
291.974926	C5H7O10P2	"5-phospho-?-D-ribose 1,2-cyclic phosphate"
244.034808	C6H11O8P	L-Fuculose 1-phosphate
150.052825	C5H10O5	L-Xylulose
427.019905	C10H12N5O10PS	Adenosine 5'-phosphosulfate
335.078724	C11H16N3O7S	S-Formylglutathione
171.053159	C7H7NO4	"2,3,4,5-Tetrahydrodipicolinate"
403.018188	C9H12N3O11P2	CDP C9H12N3O11P2
1465.097431	C81H156O17P2	"Cardiolipin (tetraoctadecanoyl, n-C18:0)"
246.005831	C5H9O7P2	Isopentenyl diphosphate
481.316842	C23H48NO7P1	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
226.095358	C10H13N2O4	Porphobilinogen
337.094374	C11H18N3O7S	Hydroxymethylglutathione
135.053159	C4H9NO4	4-Hydroxy-L-threonine
654.53758	C46H70O2	2-Octaprenyl-6-hydroxyphenol
164.068475	C6H12O5	2 Deoxy D glucose C6H12O5
247.069204	C9H10NO7	N2-Succinyl-L-glutamate
114.031695	C5H5O3	2-Oxopent-4-enoate
745.091112	C21H26N7O17P3	Nicotinamide adenine dinucleotide phosphate - reduced
189.063724	C7H9NO5	N-Acetyl-L-glutamate
102.031695	C4H5O3	2-Oxobutanoate
546.065199	C16H22N2O15P2	DTDP-4-dehydro-6-deoxy-L-mannose
246.005831	C5H9O7P2	Dimethylallyl diphosphate
378.153936	C17H22N4O6	Reduced riboflavin
274.127721	C10H17N4O5	N2-Succinyl-L-arginine
339.996056	C6H10O12P2	"D-Tagatose 1,6-biphosphate"
442.127071	C16H22N6O7S	Carboxy-S-adenosyl-L-methionine
665.10097	C21H24N6O15P2	Deamino-NAD+
193.922265	CH3O3Te	Methanetelluronate
176.043323	C5H6N2O5	N-Carbamoyl-L-aspartate
716.55323	C51H72O2	Menaquinone 8
1152.38034	C42H72O36	Maltoheptaose
89.047679	C3H7NO2	Sarcosine C3H7NO2
301.056272	C8H14NO9P	N-Acetyl-D-galactosamine 1-phosphate
320.054501	C9H18O6N3Fe	Fe(III)hydroxamate
153.009581	C3H5NO4S	3-Sulfino-L-alanine
324.035871	C9H11N2O9P	3  UMP C9H11N2O9P
534.028814	C14H18N2O16P2	UDP-4-keto-pyranose
1641.88533	C83H135N1O27P2	Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
159.173547	C8H24N3	"N-3-aminopropyl-1,5-diaminopentane"
87.032029	C3H4NO2	3-Aminoacrylate
508.412775	C31H56O5	"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)"
740.066251	C30H29FeN3O16	2-3-dihydroxybenzoylserine trimer-Fe-III
444.008352	C10H11N4O12P2	XDP
174.01644	C6H3O6	Cis-Aconitate
893.146914	C27H37N7O19P3S	"2,3-dehydroadipyl-CoA"
223.006819	C6H8NO4PS	4-Methyl-5-(2-phosphoethyl)-thiazole
230.019158	C5H9O8P	L-Ribulose 5-phosphate
911.157479	C27H39N7O20P3S	(3S)-3-Hydroxyadipyl-CoA
364.237863	C18H36O5P	Octadecanoyl-phosphate (n-C18:0)
275.100504	C11H16NO7	"1,6-anhydrous-N-Acetylmuramate"
351.628044	S4Fe4	[4Fe-4S] iron-sulfur cluster
60.02113	C2H4O2	Glycolaldehyde
587.066596	C16H21N5O15P2	GDP-4-dehydro-6-deoxy-D-mannose
134.059246	C6H6N4	"6,7-Dihydropteridine"
380.196393	C17H31O7P1	1-tetradec-7-enoyl-sn-glycerol 3-phosphate
858.538721	C42H81O13P2	"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
134.032758	C3H5N2O4	(-)-Ureidoglycolate
821.125784	C24H34N7O17P3S	Propenoyl-CoA
921.250984	C31H50N7O17P3S	Decanoyl-CoA (n-C10:0CoA)
295.693105	S4Fe3	[3Fe-4S] damaged iron-sulfur cluster
535.096047	C18H25N5O8PS2	Lipoyl-AMP
192.027005	C6H5O7	Isocitrate
342.116215	C12H22O11	Melibiose C12H22O11
665.124779	C21H27N7O14P2	Nicotinamide adenine dinucleotide - reduced
214.024243	C5H9O7P	2-Deoxy-D-ribose 5-phosphate
183.977293	C3H2O7P	3-Phosphohydroxypyruvate
402.022939	C10H13N2O11P2	DTDP C10H13N2O11P2
443.155333	C19H19N7O6	"7,8-Dihydrofolate"
114.042928	C4H6N2O2	"5,6-dihydrouracil"
344.070816	C12H16N4O4PS	Thiamin monophosphate
324.035871	C9H11N2O9P	Pseudouridine 5  phosphate C9H11N2O9P
835.141434	C25H36N7O17P3S	Crotonoyl-CoA
119.058244	C4H9NO3	L-Allo-threonine
153.019097	C3H7NO4P	2-N-acetamidomethylphosphonate
767.115219	C21H32N7O16P3S	Coenzyme A
2027.137644	C96H170N2O38P2	KDO(2)-lipid IV(A) with laurate
216.003508	C4H6O8P	4-Phospho-D-erythronate
404.002204	C9H11N2O12P2	UDP C9H11N2O12P2
1003.329234	C37H60N7O17P3S	Trans-Hexadec-2-enoyl-CoA
258.014073	C6H8O9P	2-Dehydro-3-deoxy-D-galactonate 6-phosphate
836.048277	C20H24N10O19P4	"P1,P4-Bis(5'-adenosyl) tetraphosphate"
454.073714	C13H15N4O12P	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate
345.047438	C10H11N5O7P	"3',5'-Cyclic GMP"
1318.542258	C58H83CoN16O14P	Adenosyl cobinamide phosphate
589.082246	C16H23N5O15P2	GDP-L-fucose
1129.711205	C63H103NO12P2	Undecaprenyl diphospho N-acetyl-glucosamine
910.209848	C28H46N8O18P3S	L-Carnitinyl-CoA
216.111008	C9H16O4N2	Gamma-glutamyl-gamma-butyraldehyde
137.047679	C7H6NO2	4-Aminobenzoate
1044.833353	C60H116O11P	Acyl phosphatidylglycerol (n-C18:0)
75.068414	C3H10NO	1-Aminopropan-2-ol
1317.77968	C71H115N1O17P2	O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
953.146914	C32H38N7O19P3S	"1,4-dihydroxy-2-napthoyl-CoA"
2681.244479	C123H200N2O57P2	(O16 antigen)x2 undecaprenyl diphosphate
771.577807	C43H82N1O8P1	"Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)"
356.073319	C9H15N4O9P	5-Amino-6-(5'-phosphoribitylamino)uracil
131.058244	C5H9NO3	5-Amino-4-oxopentanoate
891.204034	C29H44N7O17P3S	Trans-Oct-2-enoyl-CoA
278.126658	C14H18N2O4	"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole"
423.238592	C19H38NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)
892.199283	C28H44N8O17P3S	Crotonobetainyl-CoA
482.264473	C22H42O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
229.035142	C5H11NO7P	5-Phospho-beta-D-ribosylamine
132.017108	C3H3N2O4	Oxalureate
362.222213	C18H34O5P	Octadecanoyl-phosphate (n-C18:1)
194.043991	C7H5N4O3	7-deaza-7-carboxyguanine
174.052825	C7H8O5	3-Carboxy-4-methyl-2-oxopentanoate
133.048742	C3H7N3O3	S-ureidoglycine
135.035401	C4H9NO2S	L-Homocysteine
402.086193	C12H20N2O9PS	N-((R)-4-Phosphopantothenoyl)-L-cysteine
176.054556	C4H7N4O4	Allantoate
137.084064	C8H12NO	Tyramine
353.073653	C9H14N5O8P	"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
286.056606	C7H14N2O8P	N1-(5-Phospho-D-ribosyl)glycinamide
74.03678	C3H6O2	D-Lactaldehyde
74.03678	C3H6O2	Acetol cytosol
2728.123349	C111H167N21O58	Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
241.058639	C10H10NO6	"2,3-dihydroxybenzoylserine"
103.026944	C3H5NO3	Peroxyaminoacrylate
953.514298	C44H79N3O15P2	"CDP-1,2-dihexadecanoylglycerol"
522.891908	C10H10N5O8PS2Mo	Molybdenum cofactor
258.014073	C6H8O9P	2-Dehydro-3-deoxy-D-gluconate 6-phosphate
456.248823	C20H40O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)
370.14164	C21H22O6	Dihydrocurcumin
164.068475	C6H12O5	L-Rhamnulose
822.405126	C43H58N4O12	Rifampin
269.030057	C7H9NO8P	N-Acetyl-L-glutamyl 5-phosphate
213.003842	C4H6NO7P	4-Phospho-L-aspartate
227.019492	C5H8NO7P	L-Glutamate 5-phosphate
169.037509	C7H5NO4	"2,3-Dihydrodipicolinate"
130.062995	C6H9O3	(S)-3-Methyl-2-oxopentanoate
993.308499	C35H58N7O18P3S	(S)-3-Hydroxytetradecanoyl-CoA
506.995754	C10H12N5O13P3	DGTP C10H12N5O13P3
139.074562	C6H9N3O	4-Amino-5-hydroxymethyl-2-methylpyrimidine
687.148886	C21H33N7O13P2S	Dephospho-CoA
698.563795	C48H74O3	"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol"
156.04226	C7H7O4	"2,3-Dihydro-2,3-dihydroxybenzoate"
146.105528	C6H15N2O2	"(3S)-3,6-Diaminohexanoate"
463.074048	C14H14N5O11P	"N6-(1,2-Dicarboxyethyl)-AMP"
132.04226	C5H7O4	4-Hydroxy-2-oxopentanoate
260.08308	C10H15N2O4S	D-biotin d-sulfoxide
161.898502	H2O3PSe	Selenophosphate
329.052523	C10H11N5O6P	CAMP C10H11N5O6P
214.131743	C10H17N2O3	Dethiobiotin
370.006621	C7H12O13P2	"D-Glycero-D-manno-heptose 1,7-bisphosphate"
422.082548	C12H21O14P	Sucrose 6-phosphate
675.411137	C34H61N1O10P1	"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)"
120.04226	C4H8O4	D-erythrose
867.131264	C25H35N7O19P3S	Succinyl-CoA
102.031695	C4H5O3	Succinic semialdehyde
937.245899	C31H50N7O18P3S	(S)-3-Hydroxydecanoyl-CoA
1624.912274	C76H137N2O30P2	KDO-lipid IV(A)
434.095117	C13H19N6O9P	L-seryl-AMP
2141.076775	C103H162N6O37P2	(enterobacterial common antigen)x2 undecaprenyl-diphosphate
1771.725872	C71H109N13O39	"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)"
428.217523	C18H36O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)
473.165898	C20H21N7O7	5-Formyltetrahydrofolate
